23,عدم ِ قطعیت، به روان‌پریشی منتهی می‌شود/ قطعیت به جنایت/ روان‌پریش نیز فاصله‌ی چندانی با جنایت ندارد/ در باب ِ علی‌السویه بودن ِ حیات,ادیسئوس,olysseusjourney,0
24,عدم ِ قطعیت، به روان‌پریشی منتهی می‌شود/ قطعیت به جنایت/ روان‌پریش نیز فاصله‌ی چندانی با جنایت ندارد/ در باب ِ علی‌السویه بودن ِ حیات,ادیسئوس,olysseusjourney,0
25,فک نکنم هیچ وقت تئوری عدم قطعیت رو درک کنم,ArMaN,arman_arian,0
26,انتظار نداشتم نسبیت عام انیشتین یا اصل عدم قطعیت هایزنبرگ یا تئوری موجی بودن نور تامز یانگ رو بفهمه;  عشق رو هم نفهمید!,niloofar,lacrima91,0
27,یک لحظه  هایی هست که تا میای بفهمی هست دیگه نیست ...  عجیبه که هست و نیست ... تا میای حرف بزنی در موردش تموم میشه ... عدم قطعیت همینه,بی‌وطن,Navidop,0
28,عدم قطعیت برگزاری مراسم چهلم شهید هدی صابر http://nedayeazadi.org/news_cur.php?id=2496 … via @nedayeazadiorg,Nedaye Azadi سایت ندای آزادی,nedayeazadiorg,0
29,حالا مثلاً بعد از این همه سال این غربیها اومدن به ما «عدم قطعیت» یاد بدن؟ ما هم که نمیدونیم فکر میکنیم خیلی موضوع... http://fb.me/Evor63gr,Dr. Ravazadeh,dr_ravazadeh,0
30,عدم قطعیت بلوک 4.9 درصدی سهام شرکت ایران خودرو http://wp.me/p1xwgD-F,کارگران ایران خودرو,peykekhodro,0
31,خودمونيما! درسام خيلى با كيلاسه! مكانيك كوانتومى ... اصل عدم قطعيت هايزنبرگ :)),Nima Ka,nima_k700,0
32,بنا به اصل عدم قطعيت بنده با قطعيت ميگم كه اگر مى خندى بيا بخورش,غریب‌وند,gharibvand,1
33,اصل عدم قطعیت - حرف دانشجو http://social.iaumahallat.net/studentsvoice/entry/8-Uncertainty%20principle.html …,Merkousha,Merkousha,0
34,@CoolSouthwest به اصل عدم قطعيت ماکس پلانک فکر کن و درگيريش با نسبيت عام عمو آلبرت,Dr. Waver,ahwaztaxi,0
35,ایران داره از نظر شیر تو شیری به یه چیزی تو مایه‌های زمان اشغال توسط متحدین نزدیک می‌شه. سیاست داخلی و خارجیمون خود عدم قطعیت شده.,The Đark LorĐ,Great_Dark_Lord,0
36,دولت عدم قطعیت: در سال ۲۰۱۰ و پس از اظهارات شهردار مسکو مبنی بر اینکه دکه‌های بی‌شمار منظره ناخوشایندی به نقطه‌ن... http://bit.ly/otIZan ,Aftab Portal,aftab_economics,0
37,عدم قطعیت درد بزرگمه ، کلاً ریشه همه بی اعصابیام همینه ، کارای نصفه نیمه ، به نتیجه نرسیده، سردرگمی ، توهم ، از این حرفا,خیره به رو‌به‌رو,siinmiim,0
38,عدم ِ قطعیت، به روان‌پریشی منتهی می‌شود/ قطعیت به جنایت/ روان‌پریش نیز فاصله‌ی چندانی با جنایت ندارد/ در باب ِ علی‌السویه بودن ِ حیات,ادیسئوس,olysseusjourney,0
39,عدم ِ قطعیت، به روان‌پریشی منتهی می‌شود/ قطعیت به جنایت/ روان‌پریش نیز فاصله‌ی چندانی با جنایت ندارد/ در باب ِ علی‌السویه بودن ِ حیات,ادیسئوس,olysseusjourney,0
40,عدم ِ قطعیت، به روان‌پریشی منتهی می‌شود/ قطعیت به جنایت/ روان‌پریش نیز فاصله‌ی چندانی با جنایت ندارد/ در باب ِ علی‌السویه بودن ِ حیات,ادیسئوس,olysseusjourney,0
41,فک نکنم هیچ وقت تئوری عدم قطعیت رو درک کنم,ArMaN,arman_arian,0
42,انتظار نداشتم نسبیت عام انیشتین یا اصل عدم قطعیت هایزنبرگ یا تئوری موجی بودن نور تامز یانگ رو بفهمه;  عشق رو هم نفهمید!,niloofar,lacrima91,0
43,یک لحظه  هایی هست که تا میای بفهمی هست دیگه نیست ...  عجیبه که هست و نیست ... تا میای حرف بزنی در موردش تموم میشه ... عدم قطعیت همینه,بی‌وطن,Navidop,0
44,عدم قطعیت برگزاری مراسم چهلم شهید هدی صابر http://nedayeazadi.org/news_cur.php?id=2496 … via @nedayeazadiorg,Nedaye Azadi سایت ندای آزادی,nedayeazadiorg,0
45,حالا مثلاً بعد از این همه سال این غربیها اومدن به ما «عدم قطعیت» یاد بدن؟ ما هم که نمیدونیم فکر میکنیم خیلی موضوع... http://fb.me/Evor63gr,Dr. Ravazadeh,dr_ravazadeh,0
46,عدم قطعیت بلوک 4.9 درصدی سهام شرکت ایران خودرو http://wp.me/p1xwgD-F,کارگران ایران خودرو,peykekhodro,0
47,خودمونيما! درسام خيلى با كيلاسه! مكانيك كوانتومى ... اصل عدم قطعيت هايزنبرگ :)),Nima Ka,nima_k700,0
48,بنا به اصل عدم قطعيت بنده با قطعيت ميگم كه اگر مى خندى بيا بخورش,غریب‌وند,gharibvand,1
49,این بحث عدم قطعیت تو فیلما هم که یه زمانی نوآوری محسوب می‌شد الآن  داره تبدیل به یه چیز کلیشه‌ای می‌شه...,Ehsanislav⁦,ehsan,0
50,بررسی‌ها برای قطعیت یا عدم قطعیت معامله ایران خودرو آغاز شده است: خریدار و فروشنده بررسی‌های خود را برای نهایی کرد... http://bit.ly/bB9Cg5,اخبارمذاکرات هسته ای,_IranNews,0
51,بررسی‌ها برای قطعیت یا عدم قطعیت معامله ایران خودرو آغاز شده است: خریدار و فروشنده بررسی‌های خود را برای نهایی کرد... http://bit.ly/bB9Cg5,اخبارمذاکرات هسته ای,_IranNews,0
52,پرونده معامله خودروسازان بسته شد: رئیس سازمان بورس و اوراق بهادار با اشاره به عدم قطعیت دو معامله شرکتهای خودروساز... http://bit.ly/9PYKBK,poyeh,poyeh127,0
53,جام جم آنلا تسويه معاملات بورس در موعد مقرر: رئيس سازمان بورس و اوراق بهادار با اشاره به عدم قطعيت دو معامله شرکت ... http://bit.ly/dqCKtt,Iran Akhbar,iranakhbar,0
54,این رمزنگاری کوئانتومی بی‌نظیره! با نظریه عدم قطعیت هایزنبرگ دوستان رمزنگاری می‌کنن! انگار قشنگ از وسط داستان سای‌فای در اومده باشه!ـ,The Đark LorĐ,Great_Dark_Lord,0
55,میدونید هیچ پدیده کاملا تصادفی تو کل جهان نمیتونه وجودداشته باشه؟ این از طریق نسبیت یا عدم قطعیت هایزنبرگ قابل بررسیه ولی همینجوری هم پیداست,Dr. Waver,ahwaztaxi,0
56,من از اصل عدم قطعیت هایزنبرگ پیروی می‌کنم,cmdcenter and 35 others,cmdcenter,0
57,شرح: مرضیه حسینی 			عدم قطعیت در زندگی...  تهیه‌کننده و کارگردان: علیرضا رئیسیان، نویسنده فیلمنامه: مصطفی رستگاری،... http://bit.ly/deNF42,Rooz Online,RoozOnline,0
58,دختره یه ساعته نشسته واسه من از فیزیک کوانتوم و عدم قطعیت حرف میزنه بخشکی شانس,Cafe,_Cafe,0
59,طبق اصل عدم قطعیت هایزنبرگ هر چه درس بیشتر بخونی نمرت کمتر می شه تا همیشه اون مقدار از یک مقدار حدی کمتر باشه!... http://fb.me/Bcmqx9ng,amir,8_adp_9,0
60,این بحث عدم قطعیت تو فیلما هم که یه زمانی نوآوری محسوب می‌شد الآن  داره تبدیل به یه چیز کلیشه‌ای می‌شه...,Ehsanislav⁦,ehsan,0
61,بررسی‌ها برای قطعیت یا عدم قطعیت معامله ایران خودرو آغاز شده است: خریدار و فروشنده بررسی‌های خود را برای نهایی کرد... http://bit.ly/bB9Cg5,اخبارمذاکرات هسته ای,_IranNews,0
62,بررسی‌ها برای قطعیت یا عدم قطعیت معامله ایران خودرو آغاز شده است: خریدار و فروشنده بررسی‌های خود را برای نهایی کرد... http://bit.ly/bB9Cg5,اخبارمذاکرات هسته ای,_IranNews,0
63,پرونده معامله خودروسازان بسته شد: رئیس سازمان بورس و اوراق بهادار با اشاره به عدم قطعیت دو معامله شرکتهای خودروساز... http://bit.ly/9PYKBK,poyeh,poyeh127,0
64,جام جم آنلا تسويه معاملات بورس در موعد مقرر: رئيس سازمان بورس و اوراق بهادار با اشاره به عدم قطعيت دو معامله شرکت ... http://bit.ly/dqCKtt,Iran Akhbar,iranakhbar,0
65,این رمزنگاری کوئانتومی بی‌نظیره! با نظریه عدم قطعیت هایزنبرگ دوستان رمزنگاری می‌کنن! انگار قشنگ از وسط داستان سای‌فای در اومده باشه!ـ,The Đark LorĐ,Great_Dark_Lord,0
66,میدونید هیچ پدیده کاملا تصادفی تو کل جهان نمیتونه وجودداشته باشه؟ این از طریق نسبیت یا عدم قطعیت هایزنبرگ قابل بررسیه ولی همینجوری هم پیداست,Dr. Waver,ahwaztaxi,0
67,من از اصل عدم قطعیت هایزنبرگ پیروی می‌کنم,cmdcenter and 35 others,cmdcenter,0
68,شرح: مرضیه حسینی 			عدم قطعیت در زندگی...  تهیه‌کننده و کارگردان: علیرضا رئیسیان، نویسنده فیلمنامه: مصطفی رستگاری،... http://bit.ly/deNF42,Rooz Online,RoozOnline,0
69,دختره یه ساعته نشسته واسه من از فیزیک کوانتوم و عدم قطعیت حرف میزنه بخشکی شانس,Cafe,_Cafe,0
70,طبق اصل عدم قطعیت هایزنبرگ هر چه درس بیشتر بخونی نمرت کمتر می شه تا همیشه اون مقدار از یک مقدار حدی کمتر باشه!... http://fb.me/Bcmqx9ng,amir,8_adp_9,0
71,نظريه عدم قطعيت هم خيلي پيچيدست با مخ من سازگاري نداره,ArMaN,arman_arian,0
72,بررسی عدم قطعیت بلوک ایران خودرو در کمیته تخلفات بورس http://bit.ly/mLcBZa,نسل وحشی,persianalert,0
73,بر اساس اصل عدم قطعیت شما خیلی خر هستی,غریب‌وند,gharibvand,0
74,بر اساس قانون عدم قطعيت نميشه همزمان انسان عن و خوبى باشى؛يا كلن عنى يا كلن خوبى يا هيچ كدوم,غریب‌وند,gharibvand,0
75,بر اساس اصل عدم قطعیت زندگی نمی تونه هم خوب باشه و هم بد،ولی می تونه تخمی باشه,غریب‌وند,gharibvand,0
76,اصل عدم قطعیت می گه که همه چیز امکان پذیرِ,غریب‌وند,gharibvand,0
77,بعد اصل عدم قطعیت برای دختران اینه که همزمان نمی تونن فکر کنن و تصمیم بگیرن,غریب‌وند,gharibvand,0
78,ی اصل هست به نام عدم قطعیت در کوانتوم،می دونین یا نه؟,غریب‌وند,gharibvand,0
79,نکات تفکرکاربردی رهبران و تفکر سيستمي رهبران در فضاي سردرگمي به خاطر عدم قطعيت و بي ثباتي به علت پيچيدگي عمل مي... http://fb.me/ASatOuwa,prothinka-src,prothinka,0
80,صندلی خالی : زندگی، مرگ، عدم قطعیت و کات http://www.agahfilm.ir/website/ArticleView.aspx?ArticleID=146 [pic] http://ff.im/wIyCD,gigili gigal,gigiligigal,0
81,20 جدیدتر، بهتر تقویت اطلاعات بازار از طریق تبلیغات: در جهانی سرشار از پیچیدگی، تغییر و عدم قطعیت، کارآفرینان چگ... http://bit.ly/dRvdp6,ghatar,ghatar,0
82,راستی. رفته بودم با رامین یه خورده تو حیاط حرف بزنم راجع به همین مسایل اخیرم. بحث به عدم قطعیت هایزنبرگ رسید...,ماست‌خور,mastkhor,0
83,µBlog: پذیرش «عدم قطعیت» درباره ی سرتاسر یونیورس، نه فقط زندگی را قابل تحمل، بلکه زیبا تر می کند,Shayan Ghiaseddin,sghiaseddin,0
84,نظريه عدم قطعيت هم خيلي پيچيدست با مخ من سازگاري نداره,ArMaN,arman_arian,0
85,بررسی عدم قطعیت بلوک ایران خودرو در کمیته تخلفات بورس http://bit.ly/mLcBZa,نسل وحشی,persianalert,0
86,بر اساس اصل عدم قطعیت شما خیلی خر هستی,غریب‌وند,gharibvand,0
87,بر اساس قانون عدم قطعيت نميشه همزمان انسان عن و خوبى باشى؛يا كلن عنى يا كلن خوبى يا هيچ كدوم,غریب‌وند,gharibvand,0
88,بر اساس اصل عدم قطعیت زندگی نمی تونه هم خوب باشه و هم بد،ولی می تونه تخمی باشه,غریب‌وند,gharibvand,0
89,اصل عدم قطعیت می گه که همه چیز امکان پذیرِ,غریب‌وند,gharibvand,0
90,بعد اصل عدم قطعیت برای دختران اینه که همزمان نمی تونن فکر کنن و تصمیم بگیرن,غریب‌وند,gharibvand,0
91,ی اصل هست به نام عدم قطعیت در کوانتوم،می دونین یا نه؟,غریب‌وند,gharibvand,0
92,نکات تفکرکاربردی رهبران و تفکر سيستمي رهبران در فضاي سردرگمي به خاطر عدم قطعيت و بي ثباتي به علت پيچيدگي عمل مي... http://fb.me/ASatOuwa,prothinka-src,prothinka,0
93,صندلی خالی : زندگی، مرگ، عدم قطعیت و کات http://www.agahfilm.ir/website/ArticleView.aspx?ArticleID=146 [pic] http://ff.im/wIyCD,gigili gigal,gigiligigal,0
94,20 جدیدتر، بهتر تقویت اطلاعات بازار از طریق تبلیغات: در جهانی سرشار از پیچیدگی، تغییر و عدم قطعیت، کارآفرینان چگ... http://bit.ly/dRvdp6,ghatar,ghatar,0
95,راستی. رفته بودم با رامین یه خورده تو حیاط حرف بزنم راجع به همین مسایل اخیرم. بحث به عدم قطعیت هایزنبرگ رسید...,ماست‌خور,mastkhor,0
96,µBlog: پذیرش «عدم قطعیت» درباره ی سرتاسر یونیورس، نه فقط زندگی را قابل تحمل، بلکه زیبا تر می کند,Shayan Ghiaseddin,sghiaseddin,0
97,رابطه خلاصی از توهم رفاه ملی و افزایش خشونت: کتاب - جهانی شدن موجب تشدید عدم قطعیت ها می​شود و انگیزه های جدیدی ... http://bit.ly/KpYI9d ,🍁 انار,naargl,0
98,RT @starshakoury: کل زندگیمون و اصل عدم قطعیت ورداشته حالیمون نیس,Sharareh,ShararehHatami,0
99,http://www.iranbsc.com/Risk-Management-Consulting.html …   مدیریت ریسک و اداره عدم قطعیت Managing Uncertainty  Enterprise Risk Management & Risk Internal Control #iranbsc #mba,Iranbsc مشاورمدیریت,IranBSC,0
100,معافیت اصل عدم قطعیت. #معافیت‌جدید,Arash,Aragol7,0
101,امبر تعداد توعیت هامو صدتا کمتر از توعیتر نشون میده. عدم قطعیت تا کجا نفوذ کرده جاکش,آلاخاندرا,limite____,0
102,زنددگی رو حکمای کلی میچرخه. حکمای کلی احمقانس ولی آدمو راحت می کنه. نسبی گرایی میگاد . عدم قطعیت نابود می کنه,29,shomare29,1
103,в период экономической нестабильности - در طول دوره عدم قطعیت اقتصادی,Alex Jet,contrstream,0
104,عدم قطعیت یعنی من. شاید البته,Mohsen,MOHSEyN,0
105,دو شاگرد نخبه انیشتین به نامهای هایزنگر و اُهم سالها بعد از ارائه نظریه نسبیت انیشتین دو اصل عدم قطعیت و تمامیت... http://fb.me/1wvhYPCNa ,Mojtaba Gholami,M_GH_14,0
106,عدم قطعيت؛ نظريه‌اي که مظلومي رعايت نکرد/ بهشت و جهنم!: 1. داربي که شروع مي‌شود پرسپوليس حريص‌تر از استقلال به د... http://bit.ly/y4AulV ,Esteghlali.com,Esteghlali_com,0
107,اصل عدم قطعیت هایزنبرگ http://dlvr.it/18yDBV ,Njavan.ir,njavan,0
108,آموزش عدم قطعیت آزمون http://dlvr.it/12gmCn ,Njavan.ir,njavan,0
109,تو این مملکت یه آدم پولدار می گ و ز ه میگن : ببخشید چی فرمودین !؟ ولی وقتی یه آدم فقیر اصل عدم قطعیت هایزنبرگ رو... http://fb.me/BYnMNKiJ ,وینستون عقابی,wi_ns_ton,0
110,نکاتی از تفکر کاربردی رهبران و تفکر سيستمي رهبران در فضاي سردرگمي به خاطر عدم قطعيت و بي ثباتي به علت پيچيدگي عمل... http://fb.me/BZW1y3vW ,prothinka-src,prothinka,0
111,تو روحت هایزنبرگ. به نمایندگی از کل افرادی که تو طرح این داستان عدم قطعیت نقش داشتن.,میرزاآدم ‌جان,mirzaadamjan,0
112,ولی حالا من به شوخی میگم. اما اوضاع خیلی به هم ریخته تر از اینه که من میگم. حتی بیشتر از اونی که من فکر میکنم هست. عدم قطعیت موج میزنه.,میرزاآدم ‌جان,mirzaadamjan,0
113,رابطه خلاصی از توهم رفاه ملی و افزایش خشونت: کتاب - جهانی شدن موجب تشدید عدم قطعیت ها می​شود و انگیزه های جدیدی ... http://bit.ly/KpYI9d ,🍁 انار,naargl,0
114,RT @starshakoury: کل زندگیمون و اصل عدم قطعیت ورداشته حالیمون نیس,Sharareh,ShararehHatami,0
115,http://www.iranbsc.com/Risk-Management-Consulting.html …   مدیریت ریسک و اداره عدم قطعیت Managing Uncertainty  Enterprise Risk Management & Risk Internal Control #iranbsc #mba,Iranbsc مشاورمدیریت,IranBSC,0
116,معافیت اصل عدم قطعیت. #معافیت‌جدید,Arash,Aragol7,0
117,امبر تعداد توعیت هامو صدتا کمتر از توعیتر نشون میده. عدم قطعیت تا کجا نفوذ کرده جاکش,آلاخاندرا,limite____,0
118,زنددگی رو حکمای کلی میچرخه. حکمای کلی احمقانس ولی آدمو راحت می کنه. نسبی گرایی میگاد . عدم قطعیت نابود می کنه,29,shomare29,1
119,в период экономической нестабильности - در طول دوره عدم قطعیت اقتصادی,Alex Jet,contrstream,0
120,عدم قطعیت یعنی من. شاید البته,Mohsen,MOHSEyN,0
121,دو شاگرد نخبه انیشتین به نامهای هایزنگر و اُهم سالها بعد از ارائه نظریه نسبیت انیشتین دو اصل عدم قطعیت و تمامیت... http://fb.me/1wvhYPCNa ,Mojtaba Gholami,M_GH_14,0
122,عدم قطعيت؛ نظريه‌اي که مظلومي رعايت نکرد/ بهشت و جهنم!: 1. داربي که شروع مي‌شود پرسپوليس حريص‌تر از استقلال به د... http://bit.ly/y4AulV ,Esteghlali.com,Esteghlali_com,0
123,اصل عدم قطعیت هایزنبرگ http://dlvr.it/18yDBV ,Njavan.ir,njavan,0
124,آموزش عدم قطعیت آزمون http://dlvr.it/12gmCn ,Njavan.ir,njavan,0
125,تو این مملکت یه آدم پولدار می گ و ز ه میگن : ببخشید چی فرمودین !؟ ولی وقتی یه آدم فقیر اصل عدم قطعیت هایزنبرگ رو... http://fb.me/BYnMNKiJ ,وینستون عقابی,wi_ns_ton,0
126,نکاتی از تفکر کاربردی رهبران و تفکر سيستمي رهبران در فضاي سردرگمي به خاطر عدم قطعيت و بي ثباتي به علت پيچيدگي عمل... http://fb.me/BZW1y3vW ,prothinka-src,prothinka,0
127,تو روحت هایزنبرگ. به نمایندگی از کل افرادی که تو طرح این داستان عدم قطعیت نقش داشتن.,میرزاآدم ‌جان,mirzaadamjan,0
128,ولی حالا من به شوخی میگم. اما اوضاع خیلی به هم ریخته تر از اینه که من میگم. حتی بیشتر از اونی که من فکر میکنم هست. عدم قطعیت موج میزنه.,میرزاآدم ‌جان,mirzaadamjan,0
129,بنا بر عدم قطعیت هایزنبرگ امکان نداره ما بتونیم ظهور امام زمان رو با دقت یک روز-جمعه-حدس بزنیم.در همین راستا خاستار تعطیل 3روز در هفته هستیم,Me and Mozee,johnameen,3
130,نمی خواهم واژه کم بیاورم، به نظرم، بی واژه گی قدر عدم قطعيت "هايزنبرگ" آدم را بی هويت می کند!,zamharir,MeansLosing,1
131,استارتاپ ها باید به دنبال مدیرانی باشند که با عدم قطعیت، آشفتگی و تغییر خو گرفته اند,ناصر غانم‌زاده 🎗,ghanemzadeh,0
132,شاید نه از احمق ترینها ولی جزو همه هستم . // پی نوشت : بشاش تو اصل عدم قطعیت,runykey,runykeyoldpics,1
133,@_nazaninam_ این همون اصل عدم قطعیت و تمامیته دیگه. آره یه اصل فلسفیه، مال دو تا از شاگردای انیشتین,مِزماریز,mezmariz,0
134,بیاید در مورد اصل عدم قطعیت و تمامیت توعیت کنیم,مِزماریز,mezmariz,0
135,زلزله 3.5 ریشتری جوادآباد و پیشوا با عدم قطعیت مکانی ۰.۸۷+/- کیلومتر در جهت شمالی – جنوبی و ۱.۱۱+/- کیلومتر در جهت شرقی – غربی بوده,nilooofar‏(🎗️),nilooofar,0
136,هر چیزی که حتی یک در صد عدم قطعیت داشته باشه هم آزارم میده,مِفیستو,misanthropiistt,0
137,@islamizad اصل عدم قطعیت، ریثابتینگ توسط میلاد :دی,اسد صفری,asadsafari,2
138,ترديد در اصل «عدم قطعيت هايزنبرگ» با... http://tinyurl.com/96soscq  #دانشوفنآوریاطلاعات,چهل کلاغ,01iran01,0
139,ترديد در «عدم قطعيت هايزنبرگ» با ايده ايراني:  http://bit.ly/PFHeqg ,خبر پو,ho3in_volary,0
140,ترديد در «عدم قطعيت هايزنبرگ» با ايده ايراني:  http://bit.ly/PFHeqg ,خبرپو,khabarpu,0
141,ترديد در اصل «عدم قطعيت هايزنبرگ» با ايده جديد دانشمندان ايراني http://www.01iran.com/?p=42545 ,چهل کلاغ,01iran01,0
142,Fwd: خدایا. از شر عدم قطعیت به تو پناه میبرم. دلم میخواد پرتاب شم توی دنیای پر از قطعیت (از طریق http://ff.im/14B5k5 ) http://ff.im/14Dsma ,Maryam Karimi,MaryamKarimie,0
143,تو برایUncertainty principleچی ميذاری؟ عدم يقين، بذار عدم قطعيت، ببين!ميگه کوچکترين ذرات هنوز معلوم نيست چيه.موجه؟ذره است؟ روحه؟ جسمه؟!,لیلی leily,Leily_a,0
144,عدم قطعیت!!!,Who Carez?!,TT_Taken,0
145,زلزله دماوند و فیروزکوه را لرزاند: زلزله بامداد شنبه دماوند و فیروزکوه در عمق ۱۲کیلومتری زمین با عدم قطعیت مکانی... http://bit.ly/RRyUsL ,IranNews,roozaneh,0
146,تفاوت ربا و بهره بانکی: مساله قطعیت یا عدم قطعیت درآمد از پیش تعیین شده در نظام بانکی جدیدشا... http://bit.ly/RDiC6y  #ربا #اسلام,نهضت مردمی ممانعت از جنگ با خدا,Reba_ir,0
147,قطعیت اصل عدم قطعیت: زمانی‌که دانش‌جویان برای اولین بار مکانیک کوانتومی می‌خوانند، درباره‌ی… http://goo.gl/fb/uGPcF ,tootier,bottootier,0
148,در اسپیس امروز قطعیت اصل عدم قطعیت http://goo.gl/4XREL  #ویژه #فیزیک info@space-org.ir,Space,space_ir,0
149,بنا بر عدم قطعیت هایزنبرگ امکان نداره ما بتونیم ظهور امام زمان رو با دقت یک روز-جمعه-حدس بزنیم.در همین راستا خاستار تعطیل 3روز در هفته هستیم,Me and Mozee,johnameen,3
150,نمی خواهم واژه کم بیاورم، به نظرم، بی واژه گی قدر عدم قطعيت "هايزنبرگ" آدم را بی هويت می کند!,zamharir,MeansLosing,1
151,استارتاپ ها باید به دنبال مدیرانی باشند که با عدم قطعیت، آشفتگی و تغییر خو گرفته اند,ناصر غانم‌زاده 🎗,ghanemzadeh,0
152,شاید نه از احمق ترینها ولی جزو همه هستم . // پی نوشت : بشاش تو اصل عدم قطعیت,runykey,runykeyoldpics,1
153,@_nazaninam_ این همون اصل عدم قطعیت و تمامیته دیگه. آره یه اصل فلسفیه، مال دو تا از شاگردای انیشتین,مِزماریز,mezmariz,0
154,بیاید در مورد اصل عدم قطعیت و تمامیت توعیت کنیم,مِزماریز,mezmariz,0
155,زلزله 3.5 ریشتری جوادآباد و پیشوا با عدم قطعیت مکانی ۰.۸۷+/- کیلومتر در جهت شمالی – جنوبی و ۱.۱۱+/- کیلومتر در جهت شرقی – غربی بوده,nilooofar‏(🎗️),nilooofar,0
156,هر چیزی که حتی یک در صد عدم قطعیت داشته باشه هم آزارم میده,مِفیستو,misanthropiistt,0
157,@islamizad اصل عدم قطعیت، ریثابتینگ توسط میلاد :دی,اسد صفری,asadsafari,2
158,ترديد در اصل «عدم قطعيت هايزنبرگ» با... http://tinyurl.com/96soscq  #دانشوفنآوریاطلاعات,چهل کلاغ,01iran01,0
159,ترديد در «عدم قطعيت هايزنبرگ» با ايده ايراني:  http://bit.ly/PFHeqg ,خبر پو,ho3in_volary,0
